1756067129, 20m, 14076150, FT8, 2E0OEW, JO01FJ, 223, 'Tx', SM3ULU, JP81GU, 284, -13
1756067203, 20m, 14076100, FT8, M7LYG, IO93, 223, 'Tx', SM3ULU, JP81GU, 284, -5
1756067232, 15m, 21074987, FT8, G4SZD, IO94DR, 223, 'Tx', K8JDC, EM79XS12TK, 291, 0
1756067190, 40m, 7075445, FT8, M7SZB, IO94FU, 223, 'Tx', SM7IUN, JO65MR, 284, -7
1756067084, 10m, 28074937, FT8, M0KKB, JO01MG, 223, 'Tx', CT2JQD, IN51SE, 272, -16
1756067231, 20m, 14076065, FT8, M7LYG, IO93, 223, 'Tx', N2HHG, FN20OH82KU, 291, -10
1756067232, 20m, 14076060, FT8, M7LYG, IO93, 223, 'Tx', VA2TOW, FN46AB64, 1, -16
1756067234, 40m, 7076220, FT8, M7NFV, JO02OQ, 223, 'Tx', EA5GJ, IM97JX, 281, -8
1756067231, 15m, 21075217, FT8, M1CAV, IO93LL, 223, 'Tx', SV1SLC, KM27AX, 236, -9
1756067216, 20m, 14075911, FT8, M0SZL, IO91UL, 223, 'Tx', HB9JNM, JN47JM22, 287, -10
1756067217, 20m, 14075882, FT8, 2E0OEW, JO01FJ, 223, 'Tx', HB9JNM, JN47JM22, 287, -13
1756067218, 15m, 21075303, FT8, G3YZO, JO02CA, 223, 'Tx', CU2ZG, HM77FR, 149, -11
1756067232, 15m, 21075128, FT8, M1CAV, IO93LL, 223, 'Tx', CU2ZG, HM77FR, 149, -14
1756067085, 40m, 7074933, FT8, M7CWF, IO93JI, 223, 'Tx', I1LDE, JN45AN, 248, -4
1756067099, 40m, 7076995, FT8, G7CNF, IO81RE35, 223, 'Tx', I1LDE, JN45AN, 248, -2
1756067101, 40m, 7076246, FT8, G0CGD, IO83NF, 223, 'Tx', I1LDE, JN45AN, 248, -15
1756067129, 40m, 7076353, FT8, G1WFJ, IO82WM, 223, 'Tx', I1LDE, JN45AN, 248, -5
1756067190, 40m, 7074369, FT8, M0ABG, JO02SF, 223, 'Tx', I1LDE, JN45AN, 248, 2
1756067191, 40m, 7075884, FT8, M0PFX, JO01DM, 223, 'Tx', I1LDE, JN45AN, 248, -9
1756066963, 20m, 14075761, FT8, G8KHF, IO92KG, 223, 'Tx', EA3QQ, JN11SN, 281, -4
1756066979, 20m, 14077223, FT8, M7NFV, JO02OQ, 223, 'Tx', EA3QQ, JN11SN, 281, -9
1756066979, 20m, 14076758, FT8, M0SZL, IO91UL, 223, 'Tx', EA3QQ, JN11SN, 281, -7
1756067009, 20m, 14075514, FT8, M0UNG, IO83WJ, 223, 'Tx', EA3QQ, JN11SN, 281, -15
1756067024, 20m, 14077458, FT8, G0OSK, IO91XT, 223, 'Tx', EA3QQ, JN11SN, 281, -2
1756067039, 20m, 14075885, FT8, 2E0XDZ, IO91XC, 223, 'Tx', EA3QQ, JN11SN, 281, -6
1756067039, 20m, 14077116, FT8, 2E0OEW, JO01FJ, 223, 'Tx', EA3QQ, JN11SN, 281, -12
1756067039, 20m, 14076068, FT8, G8IXM, JO02PP29, 223, 'Tx', EA3QQ, JN11SN, 281, -15
1756067190, 20m, 14074752, FT8, G8KHF, IO92KG, 223, 'Tx', PD2RPS, JO22VW59, 263, -6
1756067190, 40m, 7075444, FT8, M7SZB, IO94FU, 223, 'Tx', PD2RPS, JO22VW59, 263, -8
1756067220, 15m, 21074433, FT8, M0MLS, IO92AN, 223, 'Tx', PD2RPS, JO22VW59, 263, -18
1756067235, 15m, 21074751, FT8, M7PUC, IO81WK, 223, 'Tx', DH1OK, JN48RW20, 230, -16
1756067128, 40m, 7076219, FT8, M7NFV, JO02OQ, 223, 'Tx', PA9X, JO21EV, 263, 0
1756067173, 40m, 7074372, FT8, M0ABG, JO02SF, 223, 'Tx', PA9X, JO21EV, 263, -8
1756067232, 15m, 21075203, FT8, M1CAV, IO93LL, 223, 'Tx', EA4T, IN70XK, 281, -11
1756066950, 40m, 7075055, FT8, G2KS, IO84FQ, 223, 'Tx', PA3KLZ, JO21AI, 263, 9
1756066950, 40m, 7075858, FT8, G7LHK, IO92CP, 223, 'Tx', PA3KLZ, JO21AI, 263, 3
1756067085, 40m, 7076256, FT8, G0CGD, IO83NF, 223, 'Tx', PA3KLZ, JO21AI, 263, -10
1756067115, 40m, 7076365, FT8, G1WFJ, IO82WM, 223, 'Tx', PA3KLZ, JO21AI, 263, -6
1756067130, 40m, 7076227, FT8, M7NFV, JO02OQ, 223, 'Tx', PA3KLZ, JO21AI, 263, -7
1756067175, 40m, 7074380, FT8, M0ABG, JO02SF, 223, 'Tx', PA3KLZ, JO21AI, 263, -6
1756067175, 40m, 7075896, FT8, M0PFX, JO01DM, 223, 'Tx', PA3KLZ, JO21AI, 263, -23
1756067068, 10m, 28074637, FT8, M1TZR, IO83WK, 223, 'Tx', EA3CG, JN01TE, 281, -10
1756067100, 15m, 21075300, FT8, G4DPZ, IO82XL72, 223, 'Tx', PU2KAZ, GG68FG, 108, -16
1756067205, 40m, 7076423, FT8, M7DTJ, IO83VM, 223, 'Tx', S54L, JN75FV, 499, -8
1756067220, 15m, 21075705, FT8, M1CAV, IO93LL, 223, 'Tx', S54L, JN75FV, 499, -15
1756067220, 40m, 7076388, FT8, M7NFV, JO02OQ, 223, 'Tx', S54L, JN75FV, 499, 3
1756067220, 40m, 7075613, FT8, M7SZB, IO94FU, 223, 'Tx', S54L, JN75FV, 499, -14
1756067231, 80m, 3573716, FT8, G7KHF, IO94HU, 223, 'Tx', DK6WS, JO30ST21, 230, 10
1756067232, 80m, 3574840, FT8, 2E0LOD, JO01GJ, 223, 'Tx', DK6WS, JO30ST21, 230, 10
1756066964, 80m, 3574840, FT8, 2E0LOD, JO01GJ, 223, 'Tx', LA7DFA, JP33VJ, 266, -9
1756067234, 15m, 21075214, FT8, M1CAV, IO93LL, 223, 'Tx', EA8AIN, IL18CQ, 29, -10
1756067142, 80m, 3574839, FT8, 2E0LOD, JO01GJ, 223, 'Tx', S54E, JN66WD86, 499, -20
1756067233, 20m, 14076059, FT8, M7LYG, IO93, 223, 'Tx', F4VTR, JN25PU, 227, -12
1756067144, 40m, 7076229, FT8, M7NFV, JO02OQ, 223, 'Tx', G1WFJ, IO82WM, 223, -12
1756067188, 40m, 7074382, FT8, M0ABG, JO02SF, 223, 'Tx', G1WFJ, IO82WM, 223, -10
1756067190, 40m, 7075898, FT8, M0PFX, JO01DM, 223, 'Tx', G1WFJ, IO82WM, 223, -17
1756067204, 40m, 7075454, FT8, M7SZB, IO94FU, 223, 'Tx', G1WFJ, IO82WM, 223, -13
1756067220, 40m, 7075674, FT8, G8RTK, IO93DU, 223, 'Tx', M0CJS, IO92HN, 223, -16
1756067247, 15m, 21075482, FT8, M0WRE, IO93CR, 223, 'Tx', KG4LAC, FM18GR34, 291, -6
1756067235, 80m, 3574842, FT8, 2E0LOD, JO01GJ, 223, 'Tx', OH3BRJ, KP11VL, 224, -12
1756067232, 20m, 14076059, FT8, M7LYG, IO93, 223, 'Tx', NP2GG, FN31LU, 291, -10
1756067202, 15m, 21075939, FT8, M0KYU, IO83VL, 223, 'Tx', DA6WA, JO30CN, 230, -19
1756067247, 20m, 14075239, FT8, ME7XOD, IO91, 223, 'Tx', N1FCC, FN43JO, 291, -13
1756067232, 15m, 21074987, FT8, G4SZD, IO94DR, 223, 'Tx', N9APK, EN62BK98, 291, -16
1756067217, 15m, 21075861, FT8, M7OJA, IO94HT, 223, 'Tx', N0VTY, EN40KR, 291, -19
1756067217, 20m, 14076432, FT8, G1OVA, IO93GM, 223, 'Tx', F5RRS, JN36EB44, 227, -13
1756067220, 20m, 14074535, FT8, M0UNG, IO83WJ, 223, 'Tx', F5RRS, JN36EB44, 227, -24
1756067247, 15m, 21075508, FT8, M0WRE, IO93CR, 223, 'Tx', N3CHX, FM06AA, 291, -14
1756067248, 15m, 21075933, FT8, M0KYU, IO83VL, 223, 'Tx', WA4NFO, EM75KA27, 291, -14
1756067235, 15m, 21074987, FT8, G4SZD, IO94DR, 223, 'Tx', W1BBT, EL09QT, 291, -9
1756066978, 15m, 21074532, FT8, G7SLB, IO92QH, 223, 'Tx', F4MMU, JN26JK75, 227, -6
1756067099, 15m, 21075277, FT8, G4DPZ, IO82XL72, 223, 'Tx', F4MMU, JN26JK75, 227, -18
1756067129, 15m, 21075850, FT8, M7OJA, IO94HT, 223, 'Tx', F4MMU, JN26JK75, 227, -9
1756067247, 15m, 21075280, FT8, G4DPZ, IO82XL72, 223, 'Tx', S52BT, JN76ND33, 499, -15
1756066963, 40m, 7075850, FT8, G7LHK, IO92CP, 223, 'Tx', MM0XXW, IO85JX04, 279, -7
1756067143, 40m, 7076219, FT8, M7NFV, JO02OQ, 223, 'Tx', MM0XXW, IO85JX04, 279, -1
1756067203, 40m, 7075444, FT8, M7SZB, IO94FU, 223, 'Tx', MM0XXW, IO85JX04, 279, -3
1756067247, 80m, 3575456, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', DK1RWR, JO31OF, 230, 1
1756067232, 15m, 21075218, FT8, M1CAV, IO93LL, 223, 'Tx', I0XNH, JN62BJ, 248, -18
1756067234, 20m, 14077097, FT8, G8KVM, IO83WB, 223, 'Tx', DC6KW, JO30MW28, 230, -9
1756067249, 15m, 21075720, FT8, M1DBW, IO91CO, 223, 'Tx', KN6ZZI, DM04DJ, 291, -19
1756067247, 20m, 14075240, FT8, ME7XOD, IO91, 223, 'Tx', A71AH, LL55SH, 376, -7
1756067249, 20m, 14075860, FT8, 2E0OEW, JO01FJ, 223, 'Tx', A71AH, LL55SH, 376, -17
1756067157, 15m, 21075938, FT8, M0KYU, IO83VL, 223, 'Tx', W4EDP, EM74HX60, 291, -6
1756067250, 15m, 21075280, FT8, G4DPZ, IO82XL72, 223, 'Tx', W4EDP, EM74HX60, 291, -16
1756067085, 80m, 3575453, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', ON6URE-LTB, JO11JD, 209, -9
1756067085, 40m, 7076997, FT8, G7CNF, IO81RE35, 223, 'Tx', ON6URE-LTB, JO11JD, 209, -8
1756067175, 40m, 7074372, FT8, M0ABG, JO02SF, 223, 'Tx', ON6URE-LTB, JO11JD, 209, -7
1756067236, 20m, 14075357, FT8, M0CAT, IO92GV, 223, 'Tx', IN3JQB, JN55JW, 248, -24
1756067247, 20m, 14075243, FT8, ME7XOD, IO91, 223, 'Tx', IN3JQB, JN55JW, 248, -2
1756067233, 15m, 21075190, FT8, M1CAV, IO93LL, 223, 'Tx', IU3SQH, JN55XR, 248, -11
1756067247, 15m, 21075464, FT8, M0WRE, IO93CR, 223, 'Tx', IU3SQH, JN55XR, 248, -4
1756067232, 15m, 21075228, FT8, M1CAV, IO93LL, 223, 'Tx', K0EOO, EN34IQ72CV, 291, -9
1756067246, 15m, 21074475, FT8, 2E0MRK, IO91PP, 223, 'Tx', K0EOO, EN34IQ72CV, 291, -13
1756067247, 15m, 21074614, FT8, G6CZC, IO94EL, 223, 'Tx', K0EOO, EN34IQ72CV, 291, -20
1756067247, 15m, 21075474, FT8, M0WRE, IO93CR, 223, 'Tx', WA2CLX, FN13DF, 291, -14
1756067249, 15m, 21075377, FT8, G3YZO, JO02CA, 223, 'Tx', WA2CLX, FN13DF, 291, -22
1756067247, 15m, 21075719, FT8, M1DBW, IO91CO, 223, 'Tx', K8JDC, EM79XS12TK, 291, -1
1756067249, 15m, 21074446, FT8, 2E0MRK, IO91PP, 223, 'Tx', K8JDC, EM79XS12TK, 291, -14
1756067220, 15m, 21075208, FT8, M1CAV, IO93LL, 223, 'Tx', LZ4UX, KN23TB48, 212, -15
1756067055, 15m, 21075721, FT8, M1DBW, IO91CO, 223, 'Tx', KE2FDW, FN21TG, 291, -31
1756067085, 15m, 21075277, FT8, G4DPZ, IO82XL72, 223, 'Tx', KE2FDW, FN21TG, 291, -26
1756067220, 15m, 21075202, FT8, M1CAV, IO93LL, 223, 'Tx', KE2FDW, FN21TG, 291, -19
1756067247, 20m, 14075242, FT8, ME7XOD, IO91, 223, 'Tx', YO2CPS, KN15KU, 275, 5
1756067232, 20m, 14074764, FT8, G8KHF, IO92KG, 223, 'Tx', DF2ET, JO31OL, 230, -2
1756067246, 20m, 14075251, FT8, ME7XOD, IO91, 223, 'Tx', DF2ET, JO31OL, 230, -5
1756066950, 40m, 7075850, FT8, G7LHK, IO92CP, 223, 'Tx', PA3BAS, JO21XX, 263, -1
1756067085, 40m, 7077000, FT8, G7CNF, IO81RE35, 223, 'Tx', PA3BAS, JO21XX, 263, -12
1756067130, 40m, 7076219, FT8, M7NFV, JO02OQ, 223, 'Tx', PA3BAS, JO21XX, 263, -11
1756067175, 40m, 7074372, FT8, M0ABG, JO02SF, 223, 'Tx', PA3BAS, JO21XX, 263, -9
1756067235, 40m, 7075888, FT8, M0PFX, JO01DM, 223, 'Tx', OH2BUA, KP30BX, 224, -7
1756067235, 20m, 14075240, FT8, ME7XOD, IO91, 223, 'Tx', OH2BUA, KP30BX, 224, 0
1756067246, 20m, 14075248, FT8, ME7XOD, IO91, 223, 'Tx', UW5EQM, KN68RA97, 288, 1
1756067247, 15m, 21074594, FT8, G6CZC, IO94EL, 223, 'Tx', N3YPL, FM19HI, 291, -15
1756067231, 15m, 21075175, FT8, M1CAV, IO93LL, 223, 'Tx', F5SN, JN27RB, 227, -5
1756067248, 80m, 3573404, FT8, M7JYF, IO80FL, 223, 'Tx', DO1BDH, JO32QK, 230, -12
1756066994, 20m, 14077084, FT8, G8KVM, IO83WB, 223, 'Tx', VR2BG, OL72BI, 321, -20
1756067024, 20m, 14076455, FT8, G0OSK, IO91XT, 223, 'Tx', VR2BG, OL72BI, 321, -14
1756067071, 20m, 14076513, FT8, M7HZJ, IO94ES, 223, 'Tx', VR2BG, OL72BI, 321, -24
1756067129, 15m, 21075700, FT8, G0VFB, IO82XO, 223, 'Tx', DO4DAN, JO40GU, 230, 0
1756067249, 15m, 21076290, FT8, G4DPZ, IO82XL72, 223, 'Tx', DO4DAN, JO40GU, 230, -14
1756067247, 15m, 21075722, FT8, M1DBW, IO91CO, 223, 'Tx', KD2RSF, FN31CA64, 291, -9
1756067247, 15m, 21075379, FT8, G3YZO, JO02CA, 223, 'Tx', KD2RSF, FN31CA64, 291, -16
1756067250, 20m, 14074507, FT8, M0UNG, IO83WJ, 223, 'Tx', F4MGP, JN04HM, 227, -9
1756067247, 15m, 21075496, FT8, M0WRE, IO93CR, 223, 'Tx', IK1NEW, JN34SI, 248, -3
1756067247, 15m, 21075300, FT8, G4DPZ, IO82XL72, 223, 'Tx', IK1NEW, JN34SI, 248, -11
1756067247, 15m, 21074609, FT8, G6CZC, IO94EL, 223, 'Tx', IK1NEW, JN34SI, 248, -12
1756067247, 15m, 21074471, FT8, 2E0MRK, IO91PP, 223, 'Tx', IK1NEW, JN34SI, 248, -9
1756067249, 15m, 21074447, FT8, 2E0MRK, IO91PP, 223, 'Tx', K0TC, EN35KA12KX, 291, -18
1756067235, 20m, 14075135, FT8, ME7XOD, IO91, 223, 'Tx', YO2CK, KN15LO, 275, -5
1756067246, 20m, 14075243, FT8, ME7XOD, IO91, 223, 'Tx', SP7QJF, KO10FQ09, 269, 0
1756067186, 15m, 21075934, FT8, M0KYU, IO83VL, 223, 'Tx', N4ET, FM18IS77, 291, -22
1756067231, 15m, 21074989, FT8, G4SZD, IO94DR, 223, 'Tx', N4ET, FM18IS77, 291, -14
1756067249, 20m, 14075222, FT8, ME7XOD, IO91, 223, 'Tx', DL5SKH, JO40GB, 230, -5
1756067261, 20m, 14074867, FT8, GB5FPS, IO93TK, 223, 'Tx', DL5SKH, JO40GB, 230, 2
1756067234, 15m, 21075203, FT8, M1CAV, IO93LL, 223, 'Tx', WQ5O, EN53UK, 291, -15
1756067232, 15m, 21075204, FT8, M1CAV, IO93LL, 223, 'Tx', KI2D, FN21RQ, 291, -8
1756067232, 15m, 21074990, FT8, G4SZD, IO94DR, 223, 'Tx', W1VK, FM19EG44, 291, -4
1756067247, 15m, 21075477, FT8, M0WRE, IO93CR, 223, 'Tx', W1VK, FM19EG44, 291, 0
1756067247, 15m, 21075852, FT8, M7OJA, IO94HT, 223, 'Tx', W1VK, FM19EG44, 291, -21
1756067261, 20m, 14074353, FT8, G8OO, JO02KS, 223, 'Tx', CU3HY, HM68JP, 149, -8
1756067231, 15m, 21075225, FT8, M1CAV, IO93LL, 223, 'Tx', IW2CDH, JN45NO, 248, -8
1756067247, 10m, 28076788, FT8, M6SYB, IO93HL, 223, 'Tx', EA4T, IN70XK, 281, -6
1756067249, 15m, 21074453, FT8, 2E0MRK, IO91PP, 223, 'Tx', DL8IM, JO44VM, 230, -22
1756067205, 15m, 21075938, FT8, M0KYU, IO83VL, 223, 'Tx', DO1DBS, JO31QM, 230, -11
1756067247, 15m, 21075287, FT8, G4DPZ, IO82XL72, 223, 'Tx', 5B4AMM, KM65OA, 215, -12
1756067247, 10m, 28076790, FT8, M6SYB, IO93HL, 223, 'Tx', 9A5E, JN75UV, 497, -3
1756067115, 15m, 21074691, FT8, G0VFB, IO82XO, 223, 'Tx', DL444SWL, JO31LL, 230, -11
1756067130, 40m, 7076219, FT8, M7NFV, JO02OQ, 223, 'Tx', DL444SWL, JO31LL, 230, -9
1756067175, 40m, 7074372, FT8, M0ABG, JO02SF, 223, 'Tx', DL444SWL, JO31LL, 230, -6
1756066964, 40m, 7075849, FT8, G7LHK, IO92CP, 223, 'Tx', UD6F, LN04XP, 54, -15
1756067174, 40m, 7074935, FT8, M7CWF, IO93JI, 223, 'Tx', UD6F, LN04XP, 54, -18
1756067247, 20m, 14074546, FT8, M0UNG, IO83WJ, 223, 'Tx', S56IPS, JN75TV55, 499, -22
1756067247, 15m, 21075862, FT8, M7OJA, IO94HT, 223, 'Tx', HG0NPJ, JN97QK62, 239, -17
1756067236, 15m, 21074992, FT8, G4SZD, IO94DR, 223, 'Tx', K8LY, EN91OG, 291, 4
1756067252, 15m, 21075380, FT8, G3YZO, JO02CA, 223, 'Tx', K8LY, EN91OG, 291, -8
1756067235, 40m, 7076262, FT8, M7DTJ, IO83VM, 223, 'Tx', YO2MAX, KN15MR, 275, -10
1756066964, 40m, 7075854, FT8, G7LHK, IO92CP, 223, 'Tx', HF7X, KO01KC, 269, -10
1756066964, 40m, 7075096, FT8, G6MND, IO94GX, 223, 'Tx', HF7X, KO01KC, 269, -8
1756067084, 40m, 7075051, FT8, G2KS, IO84FQ, 223, 'Tx', HF7X, KO01KC, 269, 0
1756067129, 40m, 7076361, FT8, G1WFJ, IO82WM, 223, 'Tx', HF7X, KO01KC, 269, -12
1756067174, 40m, 7076223, FT8, M7NFV, JO02OQ, 223, 'Tx', HF7X, KO01KC, 269, -10
1756067189, 40m, 7074377, FT8, M0ABG, JO02SF, 223, 'Tx', HF7X, KO01KC, 269, -8
1756067219, 40m, 7075892, FT8, M0PFX, JO01DM, 223, 'Tx', HF7X, KO01KC, 269, -18
1756067248, 15m, 21075722, FT8, M1DBW, IO91CO, 223, 'Tx', EA4T, IN70XK, 281, 0
1756067251, 15m, 21074450, FT8, 2E0MRK, IO91PP, 223, 'Tx', EA4T, IN70XK, 281, -2
1756067246, 20m, 14075240, FT8, ME7XOD, IO91, 223, 'Tx', EA4T, IN70XK, 281, 1
1756067234, 15m, 21075224, FT8, M1CAV, IO93LL, 223, 'Tx', IZ1FXO, JN34UN, 248, -12
1756067115, 80m, 3575453, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', PA11568, JO21AH, 263, -11
1756067249, 15m, 21075263, FT8, G4DPZ, IO82XL72, 223, 'Tx', N3UL, FN21WB, 291, -20
1756067249, 15m, 21074434, FT8, 2E0MRK, IO91PP, 223, 'Tx', N3UL, FN21WB, 291, -24
1756067220, 80m, 3573717, FT8, G7KHF, IO94HU, 223, 'Tx', HA8TKS, JN96UV18, 239, -13
1756067220, 20m, 14076067, FT8, M7LYG, IO93, 223, 'Tx', HA8TKS, JN96UV18, 239, -10
1756067220, 20m, 14074554, FT8, M7HET, IO91JP, 223, 'Tx', HA8TKS, JN96UV18, 239, -9
1756067220, 40m, 7075096, FT8, G6MND, IO94GX, 223, 'Tx', HA8TKS, JN96UV18, 239, -7
1756067247, 20m, 14075239, FT8, ME7XOD, IO91, 223, 'Tx', SM0XGY, JO99AJ, 284, -8
1756067247, 15m, 21075471, FT8, M0WRE, IO93CR, 223, 'Tx', PU4JLV, GH51UB, 108, -7
1756067247, 10m, 28076859, FT8, M6SYB, IO93HL, 223, 'Tx', HB9CQK, JN47DA83, 287, 3
1756066979, 20m, 14075764, FT8, M0SZL, IO91UL, 223, 'Tx', M0JBF, IO91RV, 223, -11
1756067129, 20m, 14074892, FT8, 2E0XDZ, IO91XC, 223, 'Tx', M0JBF, IO91RV, 223, -16
1756066979, 20m, 14076399, FT8, ME0ITC, IO82, 223, 'Tx', IU8DMZ, JN70CX, 248, -15
1756067069, 20m, 14076107, FT8, 2E0OEW, JO01FJ, 223, 'Tx', IU8DMZ, JN70CX, 248, -16
1756067099, 20m, 14075887, FT8, M0SZL, IO91UL, 223, 'Tx', IU8DMZ, JN70CX, 248, -15
1756067250, 20m, 14075238, FT8, ME7XOD, IO91, 223, 'Tx', IU8DMZ, JN70CX, 248, -18
1756067246, 15m, 21075382, FT8, G3YZO, JO02CA, 223, 'Tx', DL8SBD, JN49OD, 230, -9
1756067250, 15m, 21074454, FT8, 2E0MRK, IO91PP, 223, 'Tx', DL8SBD, JN49OD, 230, -7
1756067247, 15m, 21075734, FT8, M1DBW, IO91CO, 223, 'Tx', EA8AIN, IL18CQ, 29, -1
1756067249, 15m, 21074462, FT8, 2E0MRK, IO91PP, 223, 'Tx', EA8AIN, IL18CQ, 29, -7
1756067115, 20m, 14075006, FT8, 2E0XDZ, IO91XC, 223, 'Tx', OH1BDF, KP00OK, 224, -9
1756067115, 20m, 14076238, FT8, 2E0OEW, JO01FJ, 223, 'Tx', OH1BDF, KP00OK, 224, -11
1756067192, 20m, 14076188, FT8, M7LYG, IO93, 223, 'Tx', OH1BDF, KP00OK, 224, -12
1756067250, 15m, 21075450, FT8, G3YZO, JO02CA, 223, 'Tx', VA3VD, FN04DI79RA, 1, -16
1756067261, 15m, 21075274, FT8, M1CAV, IO93LL, 223, 'Tx', VA3VD, FN04DI79RA, 1, -11
1756067010, 20m, 14076453, FT8, G0OSK, IO91XT, 223, 'Tx', DL1ECN-8, JO32UO, 230, -7
1756067055, 20m, 14076109, FT8, 2E0OEW, JO01FJ, 223, 'Tx', DL1ECN-8, JO32UO, 230, -2
1756067085, 40m, 7077000, FT8, G7CNF, IO81RE35, 223, 'Tx', DL1ECN-8, JO32UO, 230, -9
1756067115, 80m, 3575453, FT8, 2E0LMA, IO81VR57NN, 223, 'Tx', DL1ECN-8, JO32UO, 230, -12
1756067160, 40m, 7076219, FT8, M7NFV, JO02OQ, 223, 'Tx', DL1ECN-8, JO32UO, 230, -3
1756067175, 40m, 7074372, FT8, M0ABG, JO02SF, 223, 'Tx', DL1ECN-8, JO32UO, 230, -9
1756067261, 20m, 14074883, FT8, GB5FPS, IO93TK, 223, 'Tx', KO4FQW, FM18BU, 291, -12
1756067249, 15m, 21074488, FT8, 2E0MRK, IO91PP, 223, 'Tx', DH1NSP, JN59LU, 230, -13
1756067262, 15m, 21075241, FT8, M1CAV, IO93LL, 223, 'Tx', DH1NSP, JN59LU, 230, -16
1756067235, 15m, 21075199, FT8, M1CAV, IO93LL, 223, 'Tx', VE3EIB, EN93TI31, 1, -16
1756067247, 15m, 21075473, FT8, M0WRE, IO93CR, 223, 'Tx', VE3EIB, EN93TI31, 1, -3
1756067250, 15m, 21074447, FT8, 2E0MRK, IO91PP, 223, 'Tx', VE3EIB, EN93TI31, 1, -17
1756067250, 20m, 14075251, FT8, ME7XOD, IO91, 223, 'Tx', OH8MXJ, KP23KV95, 224, 0
1756067204, 80m, 3574843, FT8, 2E0LOD, JO01GJ, 223, 'Tx', OH1EDK, KP01WL, 224, -12
1756067249, 15m, 21074446, FT8, 2E0MRK, IO91PP, 223, 'Tx', K2GLS, FN20QS92, 291, -20
1756067262, 15m, 21075199, FT8, M1CAV, IO93LL, 223, 'Tx', K2GLS, FN20QS92, 291, 1
1756067172, 40m, 7076226, FT8, M7NFV, JO02OQ, 223, 'Tx', EA3RR, JN11BK91, 281, -14
1756067204, 40m, 7075453, FT8, M7SZB, IO94FU, 223, 'Tx', EA3RR, JN11BK91, 281, -24
1756067232, 20m, 14074753, FT8, G8KHF, IO92KG, 223, 'Tx', OE3UKW, JN88HJ69, 206, 2
1756067246, 20m, 14075188, FT8, M7IKK, IO91QM, 223, 'Tx', OE3UKW, JN88HJ69, 206, -4
1756067247, 20m, 14075240, FT8, ME7XOD, IO91, 223, 'Tx', OE3UKW, JN88HJ69, 206, 7
1756067192, 40m, 7074375, FT8, M0ABG, JO02SF, 223, 'Tx', SM4IED, JP71EB, 284, -1
1756067192, 40m, 7076258, FT8, M7DTJ, IO83VM, 223, 'Tx', SM4IED, JP71EB, 284, -5
1756067202, 40m, 7075447, FT8, M7SZB, IO94FU, 223, 'Tx', SM4IED, JP71EB, 284, -14
1756067250, 20m, 14075242, FT8, ME7XOD, IO91, 223, 'Tx', EB3CJR, JN11CJ, 281, -8
1756067261, 20m, 14074348, FT8, G8OO, JO02KS, 223, 'Tx', EB3CJR, JN11CJ, 281, -11
1756067261, 20m, 14076061, FT8, M7LYG, IO93, 223, 'Tx', EB3CJR, JN11CJ, 281, -11
1756067219, 15m, 21075406, FT8, G3YZO, JO02CA, 223, 'Tx', VE3WA, FN03JD, 1, -18
1756067250, 15m, 21075504, FT8, M0WRE, IO93CR, 223, 'Tx', VE3WA, FN03JD, 1, -6
1756067250, 15m, 21074478, FT8, 2E0MRK, IO91PP, 223, 'Tx', VE3WA, FN03JD, 1, -17
1756067262, 15m, 21075230, FT8, M1CAV, IO93LL, 223, 'Tx', VE3WA, FN03JD, 1, -10
1756067262, 15m, 21074555, FT8, M7SUZ, IO92OA, 223, 'Tx', VE3WA, FN03JD, 1, -7
1756067262, 80m, 3573716, FT8, G7KHF, IO94HU, 223, 'Tx', DK1RWR, JO31OF, 230, 3
1756067202, 40m, 7076218, FT8, M7NFV, JO02OQ, 223, 'Tx', DH8WR, JO50PR, 230, 4
1756067206, 40m, 7075443, FT8, M7SZB, IO94FU, 223, 'Tx', DH8WR, JO50PR, 230, -10
1756067235, 20m, 14075908, FT8, M0SZL, IO91UL, 223, 'Tx', KB3WFQ, FN20GF, 291, -15
1756067235, 15m, 21075505, FT8, M0WRE, IO93CR, 223, 'Tx', KB3WFQ, FN20GF, 291, -8
1756067249, 20m, 14075249, FT8, ME7XOD, IO91, 223, 'Tx', OH2FQV, KP20MF87SS, 224, -15
1756067216, 15m, 21075726, FT8, M1DBW, IO91CO, 223, 'Tx', OE9RWH, JN57CG, 206, -12
1756067216, 15m, 21075855, FT8, M7OJA, IO94HT, 223, 'Tx', OE9RWH, JN57CG, 206, -12
1756067217, 15m, 21075939, FT8, M0KYU, IO83VL, 223, 'Tx', OE9RWH, JN57CG, 206, -7
1756067262, 15m, 21075207, FT8, M1CAV, IO93LL, 223, 'Tx', OE9RWH, JN57CG, 206, -15
1756067201, 40m, 7075446, FT8, M7SZB, IO94FU, 223, 'Tx', EA8AJ, IL18UL26, 29, -19
1756067262, 15m, 21075221, FT8, M1CAV, IO93LL, 223, 'Tx', W7IUV, DN07DG, 291, -20
1756067262, 15m, 21083626, FT8, G4SZD, IO94DR, 223, 'Tx', N8KSG, EM96WM, 291, -14
1756067249, 20m, 14075264, FT8, ME7XOD, IO91, 223, 'Tx', DK7JL, JO62VM, 230, -6
